OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
+,9492,1895,4112,11,1777,1204,6398,3207,1016,68
+,6291,4556,7544,2162,9998,1365,4458,6454,6815,6056
+,8646,2112,5622,2755,5676,9488,6501,3443,9653,2672
-,724,0,0,0,0,0,0,0,0,0
+,8627,184,5176,8422,815,1325,1564,2583,6964,5521
+,3698,5138,8188,7759,2819,2981,4904,2191,9448,425
+,652,6303,1505,4076,4409,3504,8076,5906,6931,91
+,1103,8949,2093,3725,7355,5126,9913,6855,1245,7516
+,362,8937,8484,5982,9757,1246,5953,1961,7903,8336
+,8370,6748,9668,9430,489,3675,9270,6183,415,4383
+,7583,983,9177,977,5161,5276,9710,4833,7879,5845
+,5542,6911,4368,3165,6626,0,4283,1417,6165,340
-,457,0,0,0,0,0,0,0,0,0
+,3573,1882,394,8513,5987,7328,1058,1987,3455,1170
+,7095,6973,4079,5634,5176,5150,1341,5443,3442,6194
+,2775,778,5368,8917,2149,8848,9606,9841,1792,3940
+,8718,5403,1601,1732,9898,1952,5399,2273,1155,877
+,3016,9870,9527,5963,6671,1746,8300,4136,1625,6820
+,6815,4089,9583,7497,9484,4994,3725,7326,1950,7159
+,2697,5849,7408,6859,8532,8157,8028,9707,6108,9819
+,2427,3816,2739,1443,7604,3188,9280,2266,2271,9128
+,2367,879,2981,1382,2781,6349,970,3993,7564,6826
+,6795,8462,583,4079,7534,6334,1402,8508,3699,9540
+,9692,6048,5102,846,9960,8036,2577,56,1061,9553
+,5612,9531,7825,9339,9159,3539,3964,9622,6711,7530
-,835,0,0,0,0,0,0,0,0,0
+,9039,9663,3966,1744,5440,4847,6302,9047,1963,1562
+,9863,4845,9502,6092,3525,5057,3326,8295,7132,1517
+,2423,7850,8535,7701,8653,139,2346,1443,9240,1151
+,7710,4387,9844,4282,7179,311,5584,9602,9731,1522
+,6921,2538,7074,7339,7677,7752,5134,4078,9238,6219
-,554,0,0,0,0,0,0,0,0,0
+,5176,3165,874,212,8962,1287,299,831,5002,4700
+,8910,1350,1854,2190,7848,926,2409,1185,7357,3930
+,974,6024,3057,1099,8443,4159,2990,94,8345,6300
+,4076,3165,2038,8605,1851,8849,7769,6930,9610,4936
+,8477,9862,664,7763,3405,1563,6876,2066,385,5052
+,5564,4549,5074,473,921,4761,3219,8515,7055,8273
+,1714,1402,71,8335,6032,138,8650,7268,6989,4740
-,254,0,0,0,0,0,0,0,0,0
+,4874,2527,7091,2405,274,6574,3733,8197,9358,6471
-,672,0,0,0,0,0,0,0,0,0
+,7708,6636,5805,4726,395,9443,5124,1351,7959,193
+,1591,3811,6574,4003,1352,8191,8674,652,2499,8876
+,9346,3945,1775,7642,720,945,2754,5214,7646,9501
+,8025,1043,2851,5602,1609,677,5925,2753,16,6569
+,500,1774,9126,713,8983,2893,734,7624,876,1202
+,4944,7249,4888,7337,1691,2117,6527,8939,2967,8855
+,6224,5762,9685,7981,2238,9582,1495,8067,6325,4704
+,2169,6437,6882,8053,5952,369,36,2426,4134,2885
-,50,0,0,0,0,0,0,0,0,0
-,835,0,0,0,0,0,0,0,0,0
+,7545,4265,151,3896,4741,6464,6839,8373,3559,2280
-,374,0,0,0,0,0,0,0,0,0
+,6304,8867,8211,5632,9291,2193,5516,1599,7706,554
+,9312,1865,7557,5963,448,4442,5891,4199,2799,4196
+,1285,1992,9022,4560,8062,7572,8480,8471,8322,3794
+,1517,3056,8092,6936,3648,3232,7600,6977,2296,2019
-,257,0,0,0,0,0,0,0,0,0
+,8056,3954,5444,7471,3695,4458,2171,6547,1006,677
+,2716,6508,6456,9095,983,5879,3975,7436,9862,7961
+,3841,7752,4620,9852,7728,2436,1141,3880,3758,338
+,2633,4127,2893,1344,8986,1935,492,4603,3425,1869
+,8699,2071,1238,6608,2156,1488,9883,7366,4636,3802
+,8994,7570,2634,369,3040,1246,7811,1591,9776,9845
+,2546,6539,6052,7162,7432,822,6533,8124,56,6034
+,9798,443,9336,9812,7852,2935,1907,6446,7003,4067
+,306,970,1660,3912,2794,6594,666,1395,4198,6327
+,2397,4042,1896,3191,3652,3173,6222,4899,8924,8228
+,4853,6978,4333,5423,5317,9814,4105,130,4260,6263
-,451,0,0,0,0,0,0,0,0,0
+,4749,482,61,2695,1527,373,1572,6009,6976,358
+,4614,1832,3406,48,3150,9087,2394,9336,3153,9031
+,447,5290,7226,8624,9435,4251,3150,9353,2321,3249
+,936,7370,5820,5732,5614,9905,5304,9018,413,7434
-,178,0,0,0,0,0,0,0,0,0
+,2163,1728,7955,5621,3311,4080,8334,5034,7914,4323
+,7699,394,7516,5256,2768,1061,3228,9068,1836,1826
+,9018,729,2403,3559,6569,424,7313,7381,9517,167
+,5922,994,6715,9751,4931,154,3231,7679,3378,8748
+,7357,3840,8125,182,3226,9688,6565,5041,3085,8232
+,5768,969,9771,7447,9988,70,9587,2434,3731,2582
+,2856,8979,3711,8693,1670,8700,6400,7954,1056,2063
+,9257,7736,930,4003,426,1351,8763,1417,3461,9594
+,5119,6481,8121,5468,6896,9544,270,1492,2105,9514
+,9323,2208,4564,9685,4068,5155,2418,6185,7923,9520
+,371,7094,607,9785,8827,2595,2168,7358,8200,2185
+,3070,9953,163,9956,1779,3866,3117,8015,6906,6230
+,2825,8272,6444,8658,48,7750,2870,9520,1675,5591
+,8492,6420,297,6156,7428,2006,532,1677,7036,7538
+,8189,823,2891,3543,7362,9576,4601,4188,1134,7691
+,4147,9870,9173,9809,4029,2535,1892,3161,9258,8711
+,525,999,6573,7606,1395,3935,8312,9154,7995,551
+,501,7195,4310,5766,7583,5762,4935,5957,2011,4316
+,4496,8496,5576,742,9319,6663,4835,8487,8397,2316
+,1733,2272,1580,170,6167,2642,1320,6147,5664,3813
+,4859,4395,4288,9997,5375,7991,5991,4290,3997,125
+,7939,2568,1138,4932,618,2737,7188,136,2151,5682
+,1140,2997,7298,9513,991,2063,6265,4235,6754,9014
+,2558,6289,4443,9949,6300,5580,7307,4621,1218,5922
-,146,0,0,0,0,0,0,0,0,0
+,3908,8127,8305,9183,435,4438,416,5110,2541,3911
-,390,0,0,0,0,0,0,0,0,0
+,3868,4331,6021,2634,9063,5802,1517,1480,4584,5932
+,1158,4204,6251,4319,2501,4300,3362,5997,1081,6772
+,495,6888,911,3842,5348,2308,4351,9764,423,9391
+,616,7980,4931,6030,731,1289,7698,4750,453,6014
+,2798,9116,5830,2282,6565,4518,5480,9038,5121,2960
+,9365,3268,8832,8128,7517,969,5999,7795,1180,4901
+,9567,2217,2725,1644,6363,3550,4290,3470,8829,5088
+,2016,7568,1710,741,4335,1815,267,141,2972,1162
+,9755,8527,4864,5178,5412,3156,1253,2181,6176,8342
-,437,0,0,0,0,0,0,0,0,0
+,6032,9479,8650,6891,3536,5854,1597,4945,2888,8190
+,3896,8438,2343,7335,5099,4538,5397,6533,4177,4850
+,5012,5052,5712,7307,1595,5169,5857,8209,9226,2795
+,458,7075,1054,8225,4486,1868,7708,4359,4132,7490
+,2925,4471,679,9062,8777,2753,6159,304,5572,7983
-,55,0,0,0,0,0,0,0,0,0
+,9545,8576,4090,5783,566,7731,7592,4434,7606,2659
+,7903,6685,1749,5201,7119,3089,7873,3630,9894,7947
+,6581,2208,3740,8992,7974,9687,6048,2733,9021,1052
+,7993,2638,91,146,1944,1473,5575,7882,7165,7670
+,5007,2758,1913,9517,5630,9997,7821,3387,6922,3313
+,4890,4456,7202,7484,1190,3837,1257,9718,4541,7649
+,577,1550,254,3348,159,951,8140,5334,5989,7833
+,3214,9741,1735,4318,56,3285,6433,3873,8729,4185
+,6251,9348,4240,7438,7504,5519,3965,1983,3500,9818
+,5347,857,2170,262,3089,6375,5867,1323,1267,3034
+,7927,4502,1282,5518,258,1826,6884,6164,2716,5489
+,597,4740,6774,5639,5252,4290,2191,4132,8879,87
+,6831,4296,774,7034,6300,7014,7397,1417,2095,8498
+,5951,7371,5429,2238,4001,3285,3554,9061,5952,7346
-,981,0,0,0,0,0,0,0,0,0
+,1549,639,9335,1319,4738,2731,3204,2950,4107,6527
-,347,0,0,0,0,0,0,0,0,0
+,3455,432,1432,4580,4746,3959,3705,5580,9503,4233
+,6133,9320,8010,2035,3137,6439,8707,1101,203,5322
+,3747,3108,6109,2267,6375,9073,8610,9698,6944,9963
+,85,6653,646,3020,2129,1405,3762,1431,8481,547
+,5053,8809,2805,6663,3951,7783,2265,9711,6344,8936
-,998,0,0,0,0,0,0,0,0,0
-,581,0,0,0,0,0,0,0,0,0
+,6122,110,7498,9739,4979,2467,1362,3522,492,8612
+,5888,8049,5345,5280,2207,5179,8195,6751,5794,1714
+,5774,9745,8962,2080,1675,4994,4275,8700,3274,2520
+,1601,5426,1989,5569,9711,3655,7738,9432,8241,7222
+,1530,6367,8150,335,940,4612,844,9141,6501,5545
+,7767,8214,7704,7901,6501,6570,475,8310,4058,5062
+,2480,7084,5730,8699,6948,2454,2321,5264,1289,4200
+,2792,2545,2036,7081,780,6846,2429,3731,3863,7059
+,9459,4749,2607,8885,2023,1297,6821,7698,9396,8502
+,9233,1770,4461,3739,2585,6535,5970,3020,1804,5981
+,7189,9724,3028,4532,9909,5525,4110,5067,3644,7617
+,7503,2792,9893,1057,2358,1960,7237,1222,5766,7039
+,43,3611,3492,3998,9917,5936,1134,3477,6499,650
-,662,0,0,0,0,0,0,0,0,0
+,2745,3455,2297,3309,5322,1011,240,6470,8940,8504
-,103,0,0,0,0,0,0,0,0,0
+,2721,6541,701,8336,9817,1853,7405,59,2465,5072
+,6278,8320,6380,1065,2092,8473,1755,9566,6558,6090
+,9595,1737,2345,8727,4838,682,4213,8449,7864,3281
+,9614,6075,867,6733,6950,4531,3630,1158,5677,2166
+,7335,4665,5923,211,9144,9160,363,3957,671,9151
-,936,0,0,0,0,0,0,0,0,0
+,3555,7653,5984,66,6554,5473,2877,1974,8334,9186
+,9739,4660,237,7659,5365,342,6616,8637,23,7102
-,393,0,0,0,0,0,0,0,0,0
+,6455,2241,5745,5129,4049,3135,8190,4434,717,3098
+,8465,8389,3405,9379,4103,6885,3764,9678,7158,1010
+,4449,8971,6428,3463,7005,4717,4589,1191,9630,9891
+,1647,3239,2561,6281,9402,9764,3658,2527,2279,2082
+,8914,1628,8412,4825,6572,2676,89,6588,1324,1383
+,7983,8827,7756,8413,8618,1274,4912,3433,8035,9597
+,2019,2576,7838,5691,5806,4964,7113,4743,3279,3526
+,18,9671,5003,7746,5576,6216,2733,2192,2380,8452
+,5412,8030,664,7675,2120,278,2050,3845,2531,5661
-,906,0,0,0,0,0,0,0,0,0
+,2444,9936,4392,1490,1034,4083,2709,8012,2725,4784
+,2355,8274,7499,4781,677,6529,4548,7781,2141,2896
+,9348,2798,8029,7156,4530,598,6270,5631,8290,8722
-,586,0,0,0,0,0,0,0,0,0
+,1081,958,5114,7603,8330,4870,6366,3269,8155,2832
+,3679,7894,840,5331,4145,3460,5220,7893,7641,217
-,388,0,0,0,0,0,0,0,0,0
+,8196,9719,4232,1248,3097,657,1214,242,7651,3604
+,9179,5350,6943,6718,4559,1944,5597,8133,1619,9980
+,5964,6889,7260,8713,6774,129,8396,8380,3845,5125
+,7360,3953,289,6296,2427,8788,57,5717,6980,9436
+,8206,8132,4885,4697,6334,8854,6882,9844,7964,7569
+,4288,816,8745,7240,9054,8915,1586,8876,67,2398
+,3082,6483,5328,170,2884,3006,901,3499,5488,1413
+,7342,5549,3451,1013,8188,9540,9482,3019,6846,3338
+,6512,6905,4726,1330,2334,6441,8412,2944,8922,2380
+,9983,6846,450,586,4423,8136,6790,997,5359,1596
+,9463,7291,8640,4226,9424,3795,9832,5456,1035,8970
+,3416,3965,985,3341,8994,3753,4148,1404,7851,4761
+,7824,7173,4872,8876,7178,5998,3477,5070,3029,9507
+,5047,9067,3899,2312,5514,7534,9089,2711,9437,2561
+,2112,2280,5636,6414,7110,2764,319,1601,4839,3023
+,3470,8803,5240,1133,8145,7569,4222,9359,4440,9389
-,395,0,0,0,0,0,0,0,0,0
+,2242,2681,8801,3720,1123,3476,9525,3337,9999,1114
+,3714,9012,9218,5783,5576,3840,9646,8397,9056,6210
-,119,0,0,0,0,0,0,0,0,0
+,8756,4413,7632,8066,3643,3282,8090,6140,1421,3167
+,3615,9040,8235,4422,4363,5341,4137,7349,6187,691
+,2098,3551,7755,7022,9548,2828,8731,3963,4785,8712
+,4188,2635,8269,3332,9000,6583,8699,6348,1672,5339
+,7922,8532,4912,1545,4361,7394,171,8775,7080,6115
+,4796,3286,9890,5871,7527,6839,9792,4273,1196,2594
+,6513,546,2790,1489,9844,1974,6887,1224,9236,9365
+,1634,2827,3311,5146,4787,6081,1420,9905,8197,3834
+,6975,4130,3283,432,8916,2774,8847,3845,5893,1510
+,3334,9114,7199,9878,9733,1362,7307,3564,4185,5031
+,8704,4903,7549,7332,1923,3882,7251,6777,9175,1985
+,5797,7324,2173,6161,7195,1482,3287,5440,9227,1761
+,7863,9501,1831,3696,8821,4508,2062,9946,8321,1937
+,4461,6044,5723,4590,8434,519,4330,2595,2239,1087
-,589,0,0,0,0,0,0,0,0,0
+,341,7011,7215,6269,7280,6968,4761,6991,9140,7623
+,8242,9597,3272,1843,247,9972,5465,6174,2302,742
+,1303,4362,1668,8321,1737,4644,8241,493,8027,8163
+,3795,8687,3575,8496,6180,3058,4664,996,8578,5022
+,7274,8528,5649,5014,3179,9969,6405,1107,2992,1141
+,5503,4140,1528,2213,6795,4957,4017,1535,8217,5160
+,8513,2295,4627,3996,9731,1817,7580,878,15,8175
+,5114,9292,8826,5682,6899,5114,6071,9110,1155,8271
+,1643,4043,6908,918,9724,6515,8564,5068,9350,5360
+,3339,4424,2043,3732,3527,6944,953,867,9597,8194
+,8238,4641,9883,1487,6983,1359,7273,197,9270,3020
+,4371,8556,3988,6656,3525,7158,6235,4763,1326,7294
+,88,7521,166,2071,6789,6038,7473,889,5420,4568
+,4927,5051,9279,205,860,5607,6438,4840,861,7996
+,1286,9740,2237,7372,6921,4514,5610,3649,7507,8379
+,4029,4788,9164,1072,8603,2149,9175,281,7481,2339
+,9589,3672,7079,3387,317,9601,628,3964,505,4939
+,9116,3568,4938,877,3790,148,4288,6522,4134,3969
+,2852,888,990,9656,8400,5813,7602,5139,5522,1519
+,548,8760,2254,30,2956,4889,5052,5770,9712,1605
+,1895,4457,6556,8512,2646,4759,3288,2407,2071,1648
+,7258,3165,4055,4570,5656,3923,1562,4481,7572,8863
+,5981,4869,7155,6764,9174,8353,8190,9247,9806,4793
+,185,4120,4240,272,9191,5091,2131,2400,4011,4074
+,4121,9243,2589,7505,9143,9532,4683,4285,2064,1574
+,5,9878,6258,2633,8169,3042,5074,1088,2785,2108
+,3726,4256,7076,5778,1348,5958,401,7544,7344,9893
-,914,0,0,0,0,0,0,0,0,0
+,2615,7224,5568,3227,3481,3120,7592,4170,7005,1000
+,2214,5007,2216,6795,2044,9260,9821,5598,8284,2306
+,224,2863,8993,2826,2618,2442,1200,9079,5395,4123
-,161,0,0,0,0,0,0,0,0,0
+,8819,5924,72,3620,7059,1558,5906,8290,6232,8458
+,3066,4768,1915,127,8346,8152,5144,6328,1817,1386
-,422,0,0,0,0,0,0,0,0,0
+,3603,1199,5696,5063,4748,3075,3772,3346,9727,688
+,4917,8519,8852,3809,8634,8985,1826,8855,3728,9494
+,2969,7656,5947,5432,1212,8715,2328,8176,6756,7234
+,1961,768,7820,563,465,4342,8478,4120,614,9657
+,9865,7291,2407,398,302,9152,3517,3742,8012,2988
+,5738,5422,7125,7559,3073,8031,1308,1667,9123,4084
-,362,0,0,0,0,0,0,0,0,0
+,1004,4907,7606,1613,6584,539,7149,9290,5472,1030
+,6262,7411,8936,6614,1113,1241,7899,9630,1381,8760
+,5437,1797,9674,7109,3644,6137,3781,8542,9212,5551
+,6372,7677,6400,8526,5555,195,9147,3800,3933,9560
+,9655,2643,8544,375,8254,5629,316,5737,3232,5968
+,8055,1306,73,4436,4934,2420,8060,8722,3421,9058
+,7066,1176,4066,5309,772,4522,157,3043,9250,832
+,6390,3504,6571,2165,7508,1211,8005,3654,8013,4778
-,643,0,0,0,0,0,0,0,0,0
+,9043,5598,7370,6963,3774,9903,3227,6406,4400,4061
+,5528,8096,6115,3728,9359,608,9539,8249,8791,7921
+,9042,9478,4587,6463,8553,1843,8809,2205,9792,6495
-,773,0,0,0,0,0,0,0,0,0
+,658,8152,2995,4357,579,6205,877,9027,2972,9092
+,7504,6626,1914,362,1972,5165,4699,8907,5957,4839
+,5838,9684,7917,7226,9564,5558,4861,8298,3247,4172
+,2463,9677,2877,8034,7978,2730,4699,3706,2721,7962
+,5052,9812,4253,5633,4497,7272,3093,6705,2282,2388
+,7044,6728,3609,3101,5730,6714,2253,5060,4453,135
+,7728,3553,3772,7228,8171,8536,8989,6625,2683,6976
+,670,9556,671,6377,6928,9827,508,9061,7663,9155
+,3163,5279,8256,9822,619,5099,3020,8870,6213,1
+,619,9476,1786,6431,8248,774,1186,6203,7666,1883
+,6666,8051,8489,5989,4328,888,8200,2267,1591,6887
+,9271,548,6991,2184,6089,3716,9193,9920,3317,4682
+,8338,3131,5295,1403,1385,3625,7447,597,6580,3355
+,7,7136,5593,6897,1226,8232,5174,251,4730,723
+,9109,5289,5431,6028,3378,4035,6895,32,830,8862
+,9602,9342,7749,1562,3673,6212,130,424,4061,3905
+,1258,4313,6568,6871,9764,7399,9332,3814,2605,6360
+,1873,3558,2902,7805,7517,3905,7751,4954,7727,9505
+,9911,1290,2031,936,6183,1693,4219,1052,8494,429
+,2760,1779,996,1784,2491,4201,7908,2724,3864,995
+,7932,7632,2896,9598,279,7405,9948,6645,5816,6196
+,853,7699,5732,3943,1546,6755,2753,1980,9811,633
+,9746,5920,1843,1643,9827,7270,6123,6294,987,16
+,2848,9237,5106,8116,5991,4672,320,4103,3777,4539
+,9243,6895,9411,9952,9020,6710,6555,6788,83,3095
+,1766,5386,4412,97,6775,571,6481,6588,2059,7150
+,5849,7882,1928,5199,826,8135,7985,5858,8200,778
+,1134,3766,2774,7167,9130,5966,4519,3920,8826,8260
+,5536,1617,6903,2246,6943,6521,5944,5695,4260,2924
+,8183,6887,1455,1668,6943,7509,8728,7114,7726,1949
+,7261,4490,2741,9981,3489,995,8970,8404,8198,7047
+,1189,1895,553,7491,5686,2046,3146,780,4009,7017
+,3210,3985,5446,6918,6724,9867,5635,6054,3151,5744
+,6490,1921,7099,6327,343,7973,4439,1029,6798,3254
+,4455,8860,1785,537,7813,7349,3156,945,3110,8434
+,5336,316,3691,3538,6157,1052,2166,1067,9154,4931
+,1654,4680,8830,8376,9948,254,5243,575,3799,4345
+,2959,885,6439,580,1007,7308,8101,2157,1518,5674
+,4599,5972,3108,5832,9918,1030,3737,392,2428,4572
+,5135,3933,5567,3821,4403,1924,5959,1421,4171,5139
+,5539,9968,1597,8870,2467,7464,6440,8561,7521,9425
+,5339,3286,3451,4585,4129,5601,5863,718,7195,2809
+,7865,128,3028,9777,9057,2595,3751,5303,75,6022
+,1947,6962,7494,9722,530,6126,4445,786,898,6410
+,7791,9524,4970,3781,1894,9147,347,8372,352,121
+,4967,5558,3253,2131,6676,9732,4346,5274,804,466
+,3724,813,2225,7202,7765,6562,3968,3727,2589,1559
+,7210,928,273,8625,9065,9520,1679,1146,6066,3379
+,6521,4221,1590,7154,1784,2192,1644,7976,2863,5621
-,883,0,0,0,0,0,0,0,0,0
+,9290,7994,3064,6073,5423,7657,6870,5573,7649,2336
+,7765,7761,7421,8555,9252,7852,5554,8749,3357,7577
+,7837,6552,7208,1903,8054,4013,796,8994,5637,722
+,481,984,9602,5488,9060,245,9229,5690,2326,3693
+,7619,8294,367,7434,9155,6894,1809,5370,1677,3593
+,3300,7649,2250,2764,3092,5222,9559,3348,3695,9142
+,8950,4322,4205,9928,9440,5468,8937,5912,5591,6661
+,6438,8662,9170,4591,637,6622,4901,5266,4615,5289
+,1047,8629,2806,7279,3399,5883,9187,771,1529,1817
+,9745,7198,2340,5833,6266,7713,2260,4297,4136,1148
+,2917,445,9793,3077,8555,1869,7887,6603,7743,9793
+,7106,4546,9781,4518,4687,5881,4485,6883,1639,4177
+,2305,6910,5734,415,5080,612,4460,2964,4157,1064
+,4205,7257,764,9348,596,654,3126,7614,8802,1913
+,101,7775,2128,4322,6563,504,5117,1914,4865,9722
+,4901,9734,9400,2280,1230,7406,7858,2218,6608,6008
+,3575,5783,2170,8111,102,3102,2234,6818,9783,8242
+,7950,5215,8049,1477,8298,2111,1584,8957,153,8168
+,1777,6710,6414,6965,9714,400,5184,1617,6934,7391
-,179,0,0,0,0,0,0,0,0,0
+,7861,421,6250,6498,5514,9223,3975,1115,9143,6824
+,5237,4602,2457,2183,1209,7131,4828,3231,6142,8956
+,1257,8675,468,9989,2618,1153,9092,2518,6068,8349
+,8840,8889,3565,1091,1779,2411,1172,2150,1964,9362
+,665,9810,2767,3395,8111,6480,8216,5923,825,4892
+,1434,6553,5063,1361,5345,9775,5134,8339,6577,5432
+,8495,8429,4089,7139,434,14,7952,7765,9969,3275
+,4373,8427,753,3515,1783,5407,886,5032,5365,3159
+,3803,6590,6461,6295,9648,7117,2464,2231,4575,8118
+,448,96,7206,2144,638,9953,5758,2706,7342,6956
+,9482,8994,7403,3381,9694,6784,2183,7736,4258,2180
+,3196,8227,8281,5557,1349,4546,775,4209,8614,8479
-,490,0,0,0,0,0,0,0,0,0
-,990,0,0,0,0,0,0,0,0,0
+,1274,4830,9758,759,9382,9300,6180,2167,1806,2036
+,5663,5468,3919,266,3186,6826,5867,666,3788,7242
+,1324,7771,6791,3063,1357,3716,6891,5505,3503,6829
+,3850,9876,9358,5037,2380,1472,9092,9562,5350,4154
+,3561,892,3186,1046,7646,3855,6681,4310,703,457
+,3722,8073,6109,9874,6819,179,2776,2027,145,2968
+,5724,7449,5759,7325,4010,2164,580,5522,9816,6618
+,5677,7720,1325,5698,9469,9371,4062,4120,1047,992
+,2239,5462,3927,5887,1491,7949,4471,2667,4374,8698
+,6896,6777,8165,734,2347,421,8996,6246,6729,3033
+,1645,801,8219,1422,3615,5406,118,5001,1304,3616
+,4176,8193,3537,6029,6663,4235,1406,4276,5418,6060
+,34,8085,2366,7621,684,2439,3865,9877,188,9993
+,6785,1127,2146,674,563,6585,7079,5948,7191,903
+,6385,6782,265,3773,8488,644,18,8939,3845,4615
+,8553,8149,8108,3849,1305,2096,5226,6059,6473,5304
+,1985,784,5024,1507,1382,6507,5945,9702,8194,7944
+,7029,1724,2996,5181,8428,2398,9149,6520,5527,7618
+,1287,8898,9719,1721,7786,1058,2581,6369,5688,7911
+,4437,5012,95,1039,284,9242,2877,5875,4858,3100
+,4904,9214,4553,2709,3053,4377,1926,3024,9939,675
+,3185,5061,6713,2905,1998,2400,4573,6974,7912,9940
+,8708,4630,6989,378,739,9432,3322,2458,6471,697
-,228,0,0,0,0,0,0,0,0,0
+,7584,896,7825,6695,5774,2968,8147,7770,1678,8241
+,8766,8091,576,3362,5609,6389,4239,7673,6265,8997
+,6429,5216,5727,6326,2368,82,9885,7585,385,2307
+,4390,7414,8260,4728,1512,8443,8308,3225,7087,7638
+,6180,1803,8985,133,946,9199,1028,490,7853,7695
+,5827,5141,5351,4619,2575,1154,5959,3936,714,2181
+,129,9229,1881,227,847,1761,4037,247,7023,1506
+,2,6152,5230,1727,7934,7341,9931,4140,7243,8013
+,644,8551,5882,6298,7499,9069,3505,9125,7015,6243
+,2072,9525,53,9167,5866,5461,5462,6370,1668,335
-,809,0,0,0,0,0,0,0,0,0
+,611,7725,1698,8649,4403,4721,1612,7653,2762,248
+,3446,2963,6344,8201,6135,1910,2023,7116,7880,1429
+,9620,7758,7998,9251,9922,8807,4347,9608,5855,2181
+,7005,4066,6193,6631,4099,8488,4538,7286,4540,8805
+,8271,7124,8416,9377,6333,1596,5506,1504,5444,7799
+,4810,5835,7026,7035,1978,6152,5485,6055,7130,8523
+,7461,7786,358,4455,7456,5042,5249,433,3482,3448
+,9905,1461,2815,1549,7140,534,1435,8558,9373,6721
+,769,8093,6655,6102,3792,6904,6108,5330,3148,9889
+,7215,1193,1505,5922,8803,9375,7005,9417,9684,1927
+,25,106,8850,84,2712,9965,5422,3818,4247,7316
+,1305,5039,1395,1763,1217,6295,2137,934,4524,1729
+,9180,6205,299,5647,2300,8731,5066,3556,970,9180
+,9869,4711,3390,6681,453,8025,3961,4584,455,8837
-,372,0,0,0,0,0,0,0,0,0
+,8144,1226,1463,5489,1326,3957,9742,840,3000,1659
+,2896,1374,9028,6201,2245,8909,2399,8977,9428,3907
+,1333,1058,7632,317,8650,7346,4989,1660,1488,6703
+,9902,8744,5551,5802,5616,2930,3772,1135,5800,9473
+,8170,849,4545,4252,5085,3251,9099,9413,5831,8577
+,4556,5285,6103,1666,8427,4963,5076,6803,6650,4315
+,7367,6015,8498,5407,1594,1297,3992,9373,5204,778
+,3991,2278,3854,8110,9684,6838,914,6611,6711,6146
+,9446,2288,4608,5525,8514,2926,6380,4274,7369,1492
+,7152,632,2467,9809,7968,913,130,7820,9357,8548
+,521,439,689,4439,9365,2725,3901,6238,8172,8414
+,8693,4721,6804,939,6295,705,3111,8792,1220,7281
+,2241,1995,6779,6758,8058,1493,4776,1509,3510,6051
+,7042,2909,9659,5441,9549,8058,6463,2549,7793,3474
+,7875,4210,3807,1434,3115,3708,5743,2314,1358,3709
+,2612,9952,7714,47,1799,732,6850,9620,6123,3177
+,153,9367,1996,9596,8024,9656,5929,1243,7396,6270
+,5310,6295,8120,5133,4029,7014,1912,1077,7312,6943
+,1179,1906,3532,8267,1619,7181,849,9551,3869,6861
-,707,0,0,0,0,0,0,0,0,0
+,257,6882,3845,6051,2408,3590,9647,8963,4627,3626
+,2195,6047,8923,7002,4038,8882,8459,3114,5883,1289
